Taka Ap,Lingo,Payment Dhoron,Jaega,Taka Pr,Gupto,Takar Karon,Tarik,Boyosh,Kon Jaegar Lok,Sotti_Mithye
"$1,810.00",F,AV,C,"$1,810.00",GHI001467652,CR,10-Jan-18,20-24,M,0
$150.00,F,AV,Wlg,$150.00,GHI001202697,CR,24-Nov-17,30-34,O,0
$340.00,M,AV,C,$340.00,GHI001202697,CR,17-May-18,20-24,U,0
$260.00,M,AV,C,$260.00,GHI001202697,CR,27-Aug-18,20-24,NE,0
$450.00,M,AV,Wlg,$450.00,GHI001202697,CR,12-Jul-17,50-54,NE,0
$800.00,F,AV,Wlg,$800.00,GHI001202697,CR,19-Sep-17,25-29,NE,0
$150.00,F,AV,Wlg,$150.00,GHI001202697,CR,24-Nov-17,30-34,O,0
$340.00,M,AV,C,$340.00,GHI001202697,CR,17-May-18,20-24,U,0
$260.00,M,AV,C,$260.00,GHI001202697,CR,27-Aug-18,20-24,NE,0
$700.00,F,AV,Wlg,$700.00,GHI001202697,CR,27-Oct-20,30-34,NE,0
$625.00,F,AV,AM,$625.00,GHI001712135,CR,30-Apr-19,40-44,PP,0
$475.00,F,AV,AM,$475.00,GHI001712135,CR,02-May-19,40-44,PP,0
"$2,500.00",F,AV,AM,"$2,500.00",GHI001712135,CR,30-Apr-19,40-44,PP,0
$200.00,F,AV,T,$200.00,GHI001788946,CR,29-Aug-19,30-34,M,0
$400.00,F,AV,T,$400.00,GHI001788946,CR,29-Aug-19,30-34,M,0
$740.00,F,AV,EC,$740.00,GHI001613591,CR,09-Oct-18,20-24,M,0
$140.00,F,AV,EC,$140.00,GHI001613591,CR,12-Sep-19,25-29,M,0
$780.00,F,AV,EC,$780.00,GHI001613591,CR,16-Sep-19,20-24,M,0
"$1,480.00",F,AV,EC,"$1,480.00",GHI001613591,CR,09-Oct-18,20-24,M,0
$200.00,F,AV,EC,$200.00,GHI001613591,CR,12-Sep-19,25-29,M,0
"$1,560.00",F,AV,EC,"$1,560.00",GHI001613591,CR,16-Sep-19,20-24,M,0
$450.00,F,AV,Wlg,$450.00,GHI001856778,CR,12-Dec-19,20-24,NE,0
"$1,800.00",F,AV,Wlg,"$1,800.00",GHI001856778,CR,12-Dec-19,20-24,NE,0
$520.00,M,AV,EC,$520.00,GHI000814872,CR,24-Apr-17,35-39,NE,0
"$1,040.00",M,AV,EC,"$1,040.00",GHI000814872,CR,24-Apr-17,35-39,NE,0
$350.00,F,AV,BP,$350.00,GHI001321504,CR,07-Apr-17,20-24,M,0
$700.00,F,AV,BP,$700.00,GHI001321504,CR,07-Apr-17,20-24,M,0
$250.00,F,AV,S,$250.00,GHI001364745,CR,07-Jul-17,20-24,U,0
$500.00,F,AV,S,$500.00,GHI001364745,CR,07-Jul-17,20-24,U,0
$990.00,F,AV,AM,$990.00,GHI001833218,CR,21-Nov-19,25-29,U,0
$280.00,F,RP,EC,$280.00,GHI000501008,CR,10-Jun-19,35-39,NE,0
$400.00,F,RP,EC,$400.00,GHI000501008,CR,10-Jun-19,35-39,NE,0
"$1,560.00",M,RP,C,"$1,560.00",GHI001676296,CR,01-Mar-19,30-34,O,0
$316.00,F,AV,S,$315.79,GHI000595970,CR,12-Sep-18,55-59,M,0
"$1,090.00",F,AV,S,"$1,090.00",GHI000595970,CR,22-Jan-19,20-24,NE,0
$300.00,M,AV,AM,$300.00,GHI001833479,CR,17-Mar-20,25-29,M,0
$600.00,M,AV,AM,$600.00,GHI001833479,CR,17-Mar-20,25-29,M,0
$520.00,F,RP,AM,$520.00,GHI001512971,CR,29-Mar-18,40-44,O,0
$470.00,F,AV,AM,$470.00,GHI001512971,CR,22-Nov-18,20-24,U,0
$470.00,F,AV,AM,$470.00,GHI001512971,CR,10-Jan-19,20-24,M,0
"$1,060.00",F,AV,AM,"$1,060.00",GHI001512971,CR,09-Aug-19,65+,M,0
"$1,070.00",F,AV,AM,"$1,070.00",GHI001512971,CR,10-Oct-19,30-34,NE,0
"$2,080.00",F,RP,AM,"$2,080.00",GHI001512971,CR,29-Mar-18,40-44,O,0
"$1,880.00",F,AV,AM,"$1,880.00",GHI001512971,CR,22-Nov-18,20-24,U,0
"$1,880.00",F,AV,AM,"$1,880.00",GHI001512971,CR,10-Jan-19,20-24,M,0
"$2,120.00",F,AV,AM,"$2,120.00",GHI001512971,CR,09-Aug-19,65+,M,0
"$2,140.00",F,AV,AM,"$2,140.00",GHI001512971,CR,10-Oct-19,30-34,NE,0
$600.00,M,AV,AM,$600.00,GHI001607951,CR,05-Oct-18,30-34,NE,0
$300.00,F,AV,AM,$300.00,GHI001607951,CR,18-Oct-18,25-29,NE,0
"$1,200.00",M,AV,AM,"$1,200.00",GHI001607951,CR,05-Oct-18,30-34,NE,0
"$1,200.00",F,AV,AM,"$1,200.00",GHI001607951,CR,18-Oct-18,25-29,NE,0
$550.00,F,AV,AM,$550.00,GHI001721362,CR,15-May-19,30-34,O,0
"$2,200.00",F,AV,AM,"$2,200.00",GHI001721362,CR,15-May-19,30-34,O,0
$265.00,F,AV,AM,$265.00,GHI001258500,CR,25-Oct-19,30-34,PP,0
$265.00,F,AV,AM,$265.00,GHI001258500,CR,25-Oct-19,20-24,PP,0
$840.00,F,AV,AM,$840.00,GHI001258500,CR,22-Dec-16,20-24,PP,0
$840.00,F,AV,AM,$840.00,GHI001258500,CR,22-Dec-16,20-24,U,0
"$1,060.00",F,AV,AM,"$1,060.00",GHI001258500,CR,25-Oct-19,30-34,PP,0
"$1,060.00",F,AV,AM,"$1,060.00",GHI001258500,CR,25-Oct-19,20-24,PP,0
"$1,400.00",F,RP,AM,"$1,400.00",GHI001707530,CR,18-Apr-19,18-19,O,0
$460.00,F,AV,BP,$460.00,GHI000323080,CR,22-Apr-20,25-29,M,0
"$1,840.00",F,AV,BP,"$1,840.00",GHI000323080,CR,22-Apr-20,25-29,M,0
$700.00,F,RP,BP,$700.00,GHI000323080,CR,08-Oct-20,55-59,O,0
$480.00,M,AV,AM,$480.00,GHI000708355,CR,16-Feb-17,35-39,M,0
$750.00,M,RP,Wlg,$750.00,GHI001608729,CR,01-Oct-18,20-24,M,0
$480.00,F,AV,AM,$480.00,GHI000842497,CR,09-Apr-18,35-39,PP,0
$275.00,M,AV,AM,$275.00,GHI000842497,CR,29-Jul-19,20-24,U,0
$550.00,F,AV,AM,$550.00,GHI001729287,CR,26-Jul-19,20-24,M,0
$275.00,M,AV,AM,$275.00,GHI001729287,CR,01-Aug-19,20-24,U,0
"$1,920.00",F,AV,AM,"$1,920.00",GHI000842497,CR,09-Apr-18,35-39,PP,0
"$1,375.00",M,AV,AM,"$1,375.00",GHI000842497,CR,29-Jul-19,20-24,U,0
"$1,375.00",F,AV,AM,"$1,375.00",GHI001729287,CR,26-Jul-19,20-24,M,0
"$1,375.00",M,AV,AM,"$1,375.00",GHI001729287,CR,01-Aug-19,20-24,U,0
$250.00,M,AV,AM,$250.00,GHI000174648,CR,13-Feb-17,25-29,PP,0
$250.00,F,AV,AM,$250.00,GHI000174648,CR,27-Feb-18,25-29,M,0
$250.00,F,AV,AM,$250.00,GHI000174648,CR,27-Feb-18,20-24,M,0
$850.00,M,AV,AM,$850.00,GHI000174648,CR,13-Feb-17,25-29,PP,0
$750.00,F,AV,AM,$750.00,GHI000174648,CR,27-Feb-18,25-29,M,0
$750.00,F,AV,AM,$750.00,GHI000174648,CR,27-Feb-18,20-24,M,0
$730.00,M,RP,AM,$730.00,GHI000174648,CR,20-Sep-18,20-24,NE,0
$800.00,M,AV,AM,$800.00,GHI000174648,CR,29-Nov-18,25-29,M,0
$810.00,M,AV,AM,$810.00,GHI000174648,CR,24-Aug-20,25-29,M,0
$250.00,F,RP,AM,$250.00,GHI001325825,CR,31-May-17,25-29,M,0
$110.00,F,RP,O,$110.00,GHI001325825,CR,20-Jul-17,25-29,M,0
$110.00,M,RP,O,$110.00,GHI001325825,CR,20-Jul-17,25-29,NE,0
$350.00,F,RP,AM,$350.00,GHI001325825,CR,25-Feb-19,30-34,PP,0
$250.00,F,AV,AM,$250.00,GHI001325825,CR,20-Mar-19,40-44,U,0
$300.00,M,AV,AM,$300.00,GHI001325825,CR,17-Jul-19,40-44,NE,0
$200.00,M,AV,AM,$200.00,GHI001325825,CR,30-Dec-19,40-44,M,0
$250.00,F,RP,AM,$250.00,GHI001325825,CR,13-Mar-20,30-34,PP,0
$250.00,F,AV,O,$250.00,GHI001325825,CR,28-Sep-20,20-24,PP,0
$500.00,F,RP,AM,$500.00,GHI001325825,CR,31-May-17,25-29,M,0
$220.00,F,RP,O,$220.00,GHI001325825,CR,20-Jul-17,25-29,M,0
$220.00,M,RP,O,$220.00,GHI001325825,CR,20-Jul-17,25-29,NE,0
$300.00,F,RP,AM,$300.00,GHI001325825,CR,25-Feb-19,30-34,PP,0
$500.00,F,AV,AM,$500.00,GHI001325825,CR,20-Mar-19,40-44,U,0
$680.00,M,AV,AM,$680.00,GHI001325825,CR,17-Jul-19,40-44,NE,0
$300.00,M,AV,AM,$300.00,GHI001325825,CR,23-Sep-19,40-44,NE,0
$400.00,M,AV,AM,$400.00,GHI001325825,CR,30-Dec-19,40-44,M,0
$500.00,F,RP,AM,$500.00,GHI001325825,CR,13-Mar-20,30-34,PP,0
$500.00,F,AV,O,$500.00,GHI001325825,CR,28-Sep-20,20-24,PP,0
$800.00,F,AV,Wlg,$800.00,GHI001615621,CR,05-Oct-18,45-49,NE,0
"$1,600.00",F,AV,Wlg,"$1,600.00",GHI001615621,CR,05-Oct-18,45-49,NE,0
$420.00,F,AV,O,$420.00,GHI002043648,CR,19-Oct-20,20-24,M,0
"$1,680.00",F,AV,O,"$1,680.00",GHI002043648,CR,19-Oct-20,20-24,M,0
$150.00,F,AV,BP,$150.00,GHI001363715,CR,22-Jun-17,35-39,NE,0
$100.00,F,AV,BP,$100.00,GHI001363715,CR,22-Jun-17,35-39,NE,0
$500.00,M,AV,T,$500.00,GHI001686022,CR,13-Mar-19,30-34,M,0
"$2,000.00",M,AV,T,"$2,000.00",GHI001686022,CR,13-Mar-19,30-34,M,0
"$1,840.00",F,AV,O,"$1,840.00",GHI001686022,CR,20-Aug-20,25-29,PP,0
$360.00,M,AV,S,$360.00,GHI000143715,CR,29-May-17,25-29,NE,0
$480.00,F,AV,S,$480.00,GHI000143715,CR,08-May-18,45-49,NE,0
$520.00,F,AV,S,$520.00,GHI000143715,CR,19-Sep-18,35-39,PP,0
$210.00,F,AV,S,$210.00,GHI000143715,CR,07-Nov-18,20-24,M,0
$300.00,F,AV,S,$300.00,GHI000143715,CR,26-Apr-19,45-49,O,0
$220.00,M,AV,S,$220.00,GHI000143715,CR,20-Nov-19,25-29,M,0
$690.00,F,AV,S,$690.00,GHI000143715,CR,05-May-17,25-29,O,0
$600.00,M,AV,S,$600.00,GHI000143715,CR,02-Oct-17,35-39,M,0
$420.00,F,AV,S,$420.00,GHI000143715,CR,07-Nov-18,20-24,M,0
$900.00,F,AV,S,$900.00,GHI000143715,CR,26-Apr-19,45-49,O,0
$880.00,M,AV,S,$880.00,GHI000143715,CR,20-Nov-19,25-29,M,0
"$1,360.00",F,AV,AM,"$1,360.00",GHI002113796,CR,25-Nov-20,20-24,PP,0
"$1,000.00",F,AV,AM,"$1,000.00",GHI001391122,CR,22-Aug-17,20-24,NE,0
$500.00,F,AV,AM,$500.00,GHI001391122,CR,24-Oct-17,25-29,NE,0
"$1,000.00",F,AV,AM,"$1,000.00",GHI001391122,CR,22-Aug-17,20-24,NE,0
"$1,000.00",F,AV,AM,"$1,000.00",GHI001391122,CR,24-Oct-17,25-29,NE,0
$415.00,F,AV,W,$415.00,GHI001169921,CR,02-Oct-17,40-44,O,0
$167.00,F,AV,W,$166.66,GHI001169921,CR,14-Dec-17,20-24,M,0
$167.00,F,AV,W,$166.66,GHI001169921,CR,14-Dec-17,20-24,M,0
$255.00,M,AV,W,$255.00,GHI001169921,CR,29-Mar-18,25-29,NE,0
$170.00,M,AV,W,$170.00,GHI001169921,CR,05-Apr-18,30-34,NE,0
$250.00,F,AV,W,$250.00,GHI001169921,CR,06-Jun-18,18-19,PP,0
$338.00,F,AV,W,$337.86,GHI001169921,CR,23-Nov-18,30-34,M,0
$338.00,F,AV,W,$337.86,GHI001169921,CR,28-Nov-18,25-29,M,0
$790.00,F,AV,W,$790.00,GHI001169921,CR,19-Feb-20,20-24,M,0
$460.00,F,AV,W,$460.00,GHI001169921,CR,25-Mar-20,60-64,NE,0
"$1,660.00",F,AV,W,"$1,660.00",GHI001169921,CR,02-Oct-17,40-44,O,0
$667.00,F,AV,W,$666.66,GHI001169921,CR,14-Dec-17,20-24,M,0
"$1,000.00",M,AV,W,"$1,000.00",GHI001169921,CR,14-Dec-17,25-29,M,0
"$1,000.00",M,AV,W,"$1,000.00",GHI001169921,CR,14-Dec-17,20-24,M,0
"$1,020.00",M,AV,W,"$1,020.00",GHI001169921,CR,29-Mar-18,25-29,NE,0
$680.00,M,AV,W,$680.00,GHI001169921,CR,05-Apr-18,30-34,NE,0
"$1,000.00",F,AV,W,"$1,000.00",GHI001169921,CR,06-Jun-18,18-19,PP,0
$860.00,F,AV,W,$860.00,GHI001169921,CR,23-Nov-18,30-34,M,0
$860.00,F,AV,W,$860.00,GHI001169921,CR,28-Nov-18,25-29,M,0
"$1,840.00",F,AV,W,"$1,840.00",GHI001169921,CR,25-Mar-20,60-64,NE,0
$418.00,M,RP,AM,$417.85,GHI001843989,CR,09-Dec-19,55-59,PP,0
"$1,080.00",M,RP,AM,"$1,080.00",GHI001843989,CR,09-Dec-19,55-59,PP,0
$800.00,M,AV,AM,$800.00,GHI001768449,CR,25-Jul-19,30-34,O,0
$495.00,F,AV,AM,$495.00,GHI001768449,CR,06-Oct-20,30-34,O,0
"$1,200.00",M,AV,AM,"$1,200.00",GHI001768449,CR,25-Jul-19,30-34,O,0
"$1,980.00",F,AV,AM,"$1,980.00",GHI001768449,CR,06-Oct-20,30-34,O,0
$190.00,M,AV,W,$190.00,GHI001348096,CR,12-Jul-17,50-54,M,0
$190.00,F,AV,W,$190.00,GHI001348096,CR,14-Jul-17,20-24,M,0
"$1,480.00",F,AV,W,"$1,480.00",GHI001348096,CR,26-May-17,25-29,M,0
$760.00,M,AV,W,$760.00,GHI001348096,CR,12-Jul-17,50-54,M,0
$760.00,F,AV,W,$760.00,GHI001348096,CR,14-Jul-17,20-24,M,0
$80.00,M,AV,W,$80.00,GHI001348096,CR,08-Nov-19,50-54,M,0
$700.00,F,AV,BP,$700.00,GHI001548801,CR,09-Jun-18,30-34,NE,0
$500.00,F,AV,BP,$500.00,GHI001548801,CR,09-Jun-18,30-34,NE,0
$500.00,F,AV,BP,$500.00,GHI001548801,CR,21-Feb-20,30-34,M,0
$50.00,F,AV,W,$50.00,GHI001285647,CR,01-Nov-18,35-39,NE,0
"$1,251.00",F,AV,C,"$1,251.00",GHI001006351,CR,02-May-17,30-34,NE,0
$289.00,M,AV,C,$288.65,GHI001006351,CR,25-Feb-19,45-49,NE,0
"$1,945.00",M,AV,C,"$1,945.46",GHI001006351,CR,08-Mar-19,40-44,NE,0
$841.00,F,AV,C,$840.94,GHI001006351,CR,10-Apr-19,35-39,NE,0
"$2,286.00",F,AV,C,"$2,286.20",GHI001006351,CR,29-Apr-19,50-54,NE,0
"$1,796.00",F,AV,C,"$1,796.30",GHI001006351,CR,19-Nov-19,30-34,M,0
"$1,339.00",M,AV,C,"$1,338.95",GHI001006351,CR,05-Dec-19,60-64,O,0
$343.00,F,AV,C,$342.59,GHI001006351,CR,28-Feb-20,35-39,NE,0
$422.00,F,AV,C,$422.05,GHI001006351,CR,24-Mar-20,35-39,NE,0
$231.00,F,AV,C,$231.15,GHI001006351,CR,08-Jul-20,60-64,M,0
$314.00,F,AV,O,$313.73,GHI001006351,CR,04-Nov-20,30-34,M,0
$425.00,F,AV,AM,$425.00,GHI001307913,CR,16-Mar-17,50-54,O,0
"$1,700.00",F,AV,AM,"$1,700.00",GHI001307913,CR,16-Mar-17,50-54,O,0
"$1,553.00",M,AV,AM,"$1,552.50",GHI000184900,CR,12-Jan-18,30-34,PP,0
$240.00,F,AV,AM,$240.00,GHI000184900,CR,14-Aug-19,60-64,M,0
$989.00,F,AV,O,$989.00,GHI000184900,CR,27-Jul-20,50-54,NE,0
"$1,720.00",M,AV,AM,"$1,720.00",GHI001329674,CR,22-Dec-17,40-44,O,0
$260.00,M,AV,C,$260.00,GHI000786442,CR,20-Aug-19,20-24,NE,0
$520.00,M,AV,C,$520.00,GHI000786442,CR,20-Aug-19,20-24,O,0
$520.00,M,AV,C,$520.00,GHI000786442,CR,20-Aug-19,20-24,NE,0
$740.00,M,AV,AM,$740.00,GHI001083136,CR,13-Dec-17,45-49,O,0
$630.00,F,AV,T,$630.00,GHI000188467,CR,22-Mar-19,55-59,NE,0
"$1,260.00",F,AV,T,"$1,260.00",GHI000188467,CR,22-Mar-19,55-59,NE,0
"$1,100.00",F,AV,AM,"$1,100.00",GHI001640715,CR,05-Dec-18,30-34,NE,0
"$2,200.00",F,AV,AM,"$2,200.00",GHI001640715,CR,30-Nov-18,30-34,NE,0
"$1,000.00",F,RP,O,"$1,000.00",GHI002089730,CR,20-Oct-20,20-24,NE,0
$982.00,M,AV,O,$982.00,GHI002089730,CR,28-Oct-20,25-29,NE,0
$300.00,F,AV,W,$300.00,GHI001823236,CR,08-Feb-20,20-24,NE,0
$600.00,F,AV,W,$600.00,GHI001823236,CR,08-Feb-20,20-24,NE,0
$600.00,M,AV,W,$600.00,GHI001823236,CR,17-Apr-20,18-19,U,0
$530.00,F,AV,AM,$530.00,GHI000203014,CR,02-Dec-16,55-59,PP,0
$570.00,F,AV,AM,$570.00,GHI000203014,CR,20-Dec-16,30-34,M,0
$360.00,F,AV,AM,$360.00,GHI000203014,CR,22-Dec-16,25-29,PP,0
$470.00,F,AV,AM,$470.00,GHI000203014,CR,21-Mar-17,30-34,PP,0
$265.00,M,AV,AM,$265.00,GHI000203014,CR,24-May-17,45-49,PP,0
$530.00,M,RP,AM,$530.00,GHI000203014,CR,24-May-17,20-24,PP,0
$530.00,F,AV,AM,$530.00,GHI000203014,CR,04-Jul-17,45-49,PP,0
$420.00,F,RP,AM,$420.00,GHI000203014,CR,21-Aug-17,20-24,M,0
"$1,043.00",M,AV,AM,"$1,042.75",GHI000203014,CR,26-Sep-17,25-29,O,0
$470.00,F,AV,AM,$470.00,GHI000203014,CR,10-Oct-17,20-24,M,0
$213.00,M,RP,AM,$213.33,GHI000203014,CR,13-Oct-17,25-29,NE,0
$430.00,F,AV,AM,$430.00,GHI000203014,CR,22-Nov-17,35-39,M,0
$450.00,M,RP,AM,$450.00,GHI000203014,CR,02-Feb-18,20-24,O,0
$570.00,F,AV,AM,$570.00,GHI000203014,CR,12-Feb-18,25-29,M,0
$285.00,F,AV,AM,$285.00,GHI000203014,CR,26-Feb-18,20-24,NE,0
$295.00,F,AV,AM,$295.00,GHI000203014,CR,01-May-18,50-54,O,0
$495.00,F,AV,AM,$495.00,GHI000203014,CR,29-May-18,20-24,NE,0
$400.00,F,AV,AM,$400.00,GHI000203014,CR,01-Jun-18,55-59,NE,0
$295.00,F,AV,AM,$295.00,GHI000203014,CR,11-Jun-18,20-24,M,0
$620.00,F,RP,AM,$620.00,GHI000203014,CR,13-Jun-18,40-44,PP,0
$400.00,F,AV,AM,$400.00,GHI000203014,CR,13-Jun-18,40-44,NE,0
$298.00,F,AV,AM,$297.50,GHI000203014,CR,25-Jun-18,35-39,NE,0
$540.00,F,RP,AM,$540.00,GHI000203014,CR,31-Aug-18,35-39,O,0
"$1,430.00",F,AV,W,"$1,429.75",GHI000203014,CR,11-Sep-18,30-34,M,0
$470.00,F,AV,AM,$470.00,GHI000203014,CR,11-Sep-18,30-34,M,0
$535.00,F,RP,AM,$535.00,GHI000203014,CR,12-Sep-18,30-34,O,0
$650.00,F,AV,AM,$650.00,GHI000203014,CR,18-Sep-18,50-54,O,0
$400.00,F,AV,AM,$400.00,GHI000203014,CR,26-Sep-18,55-59,M,0
$665.00,F,AV,AM,$665.00,GHI000203014,CR,26-Oct-18,55-59,NE,0
$340.00,M,AV,AM,$340.00,GHI000203014,CR,31-Oct-18,25-29,PP,0
$440.00,F,AV,AM,$440.00,GHI000203014,CR,14-Nov-18,25-29,PP,0
$500.00,F,AV,AM,$500.00,GHI000203014,CR,23-Nov-18,25-29,M,0
$280.00,F,AV,AM,$280.00,GHI000203014,CR,24-Dec-18,55-59,NE,0
$550.00,F,RP,AM,$550.00,GHI000203014,CR,29-Jan-19,40-44,O,0
$520.00,F,AV,AM,$520.00,GHI000203014,CR,18-Feb-19,65+,O,0
$520.00,F,AV,AM,$520.00,GHI000203014,CR,01-Mar-19,65+,O,0
$460.00,F,AV,AM,$460.00,GHI000203014,CR,15-Mar-19,20-24,M,0
$500.00,F,AV,AM,$500.00,GHI000203014,CR,25-Mar-19,30-34,O,0
$420.00,F,AV,AM,$420.00,GHI000203014,CR,28-Mar-19,35-39,PP,0
$650.00,M,AV,AM,$650.00,GHI000203014,CR,05-Apr-19,30-34,O,0
$620.00,M,AV,AM,$620.00,GHI000203014,CR,09-Apr-19,35-39,NE,0
"$1,260.00",F,RP,AM,"$1,260.00",GHI000203014,CR,15-Apr-19,35-39,M,0
$550.00,F,AV,AM,$550.00,GHI000203014,CR,16-Apr-19,40-44,NE,0
$595.00,F,AV,AM,$595.00,GHI000203014,CR,16-May-19,20-24,M,0
$290.00,F,AV,AM,$290.00,GHI000203014,CR,21-May-19,20-24,M,0
$555.00,M,AV,AM,$555.00,GHI000203014,CR,24-May-19,45-49,M,0
$545.00,M,AV,AM,$545.00,GHI000203014,CR,27-May-19,20-24,M,0
$398.00,F,AV,O,$397.50,GHI000203014,CR,05-Jun-19,25-29,M,0
$398.00,F,AV,O,$397.50,GHI000203014,CR,05-Jun-19,25-29,M,0
$555.00,M,AV,AM,$555.00,GHI000203014,CR,07-Jun-19,45-49,M,0
$510.00,F,AV,AM,$510.00,GHI000203014,CR,08-Jul-19,20-24,M,0
"$1,715.00",F,AV,AM,"$1,715.00",GHI000203014,CR,19-Jul-19,35-39,M,0
$300.00,F,AV,AM,$300.00,GHI000203014,CR,25-Jul-19,60-64,NE,0
$360.00,F,AV,W,$360.00,GHI000203014,CR,12-Nov-19,35-39,M,0
$240.00,F,AV,AM,$240.00,GHI000203014,CR,05-Dec-19,25-29,PP,0
$560.00,F,AV,AM,$560.00,GHI000203014,CR,09-Dec-19,25-29,NE,0
$220.00,F,AV,AM,$220.00,GHI000203014,CR,03-Mar-20,45-49,M,0
"$1,100.00",M,AV,AM,"$1,100.00",GHI000203014,CR,19-Mar-20,40-44,PP,0
"$1,070.00",F,AV,AM,"$1,070.00",GHI000203014,CR,24-Mar-20,30-34,NE,0
$680.00,M,AV,AM,$680.00,GHI000203014,CR,25-Mar-20,55-59,M,0
"$1,100.00",F,AV,AM,"$1,100.00",GHI000203014,CR,23-Apr-20,30-34,NE,0
"$1,380.00",F,AV,AM,"$1,380.00",GHI000203014,CR,11-Jun-20,20-24,M,0
$540.00,F,AV,AM,$540.00,GHI000203014,CR,12-Jun-20,65+,NE,0
"$1,300.00",F,AV,AM,"$1,300.00",GHI000203014,CR,17-Jun-20,25-29,O,0
"$1,360.00",F,AV,AM,"$1,360.00",GHI000203014,CR,18-Jun-20,40-44,M,0
"$1,140.00",F,AV,AM,"$1,140.00",GHI000203014,CR,06-Jul-20,30-34,M,0
"$1,300.00",M,AV,AM,"$1,300.00",GHI000203014,CR,13-Jul-20,40-44,U,0
"$1,000.00",F,AV,AM,"$1,000.00",GHI000203014,CR,28-Jul-20,20-24,PP,0
"$1,760.00",F,AV,AM,"$1,760.00",GHI000203014,CR,03-Aug-20,30-34,M,0
$250.00,F,AV,AM,$250.00,GHI000203014,CR,05-Aug-20,20-24,NE,0
"$1,500.00",M,AV,AM,"$1,500.00",GHI000203014,CR,16-Sep-20,45-49,PP,0
$640.00,F,AV,O,$640.00,GHI000203014,CR,19-Oct-20,45-49,O,0
$660.00,F,AV,AM,$660.00,GHI000203014,CR,28-Oct-20,18-19,NE,0
$700.00,F,AV,AM,$700.00,GHI000203014,CR,28-Oct-20,65+,O,0
$700.00,F,AV,AM,$700.00,GHI000203014,CR,28-Oct-20,45-49,O,0
"$2,730.00",F,AV,AM,"$2,729.50",GHI000203014,CR,02-Dec-16,55-59,PP,0
"$2,725.00",F,AV,AM,"$2,725.00",GHI000203014,CR,13-Dec-16,50-54,NE,0
"$2,280.00",F,AV,AM,"$2,280.00",GHI000203014,CR,20-Dec-16,30-34,M,0
"$1,554.00",F,AV,AM,"$1,554.00",GHI000203014,CR,22-Dec-16,25-29,PP,0
"$1,880.00",F,AV,AM,"$1,880.00",GHI000203014,CR,21-Mar-17,30-34,PP,0
"$2,368.00",F,AV,AM,"$2,367.75",GHI000203014,CR,17-May-17,25-29,M,0
"$1,290.00",F,AV,AM,"$1,290.00",GHI000203014,CR,03-Aug-17,40-44,PP,0
"$1,680.00",F,RP,AM,"$1,680.00",GHI000203014,CR,21-Aug-17,20-24,M,0
"$1,000.00",F,AV,O,"$1,000.00",GHI000203014,CR,31-Aug-17,45-49,NE,0
$100.00,F,AV,AM,$100.00,GHI000203014,CR,01-Sep-17,30-34,M,0
"$1,940.00",M,AV,AM,"$1,940.00",GHI000203014,CR,26-Sep-17,25-29,O,0
"$1,880.00",F,AV,AM,"$1,880.00",GHI000203014,CR,10-Oct-17,20-24,M,0
$853.00,M,RP,AM,$853.33,GHI000203014,CR,13-Oct-17,25-29,NE,0
"$1,720.00",F,AV,AM,"$1,720.00",GHI000203014,CR,22-Nov-17,35-39,M,0
"$1,450.00",F,RP,AM,"$1,450.00",GHI000203014,CR,05-Dec-17,20-24,M,0
"$2,240.00",F,RP,AM,"$2,240.00",GHI000203014,CR,01-Feb-18,20-24,NE,0
"$1,800.00",M,RP,AM,"$1,800.00",GHI000203014,CR,02-Feb-18,20-24,O,0
$280.00,F,AV,AM,$280.00,GHI000203014,CR,12-Feb-18,25-29,M,0
$570.00,F,AV,AM,$570.00,GHI000203014,CR,26-Feb-18,20-24,NE,0
"$1,845.00",F,AV,AM,"$1,845.00",GHI000203014,CR,28-Mar-18,45-49,PP,0
"$1,845.00",M,AV,AM,"$1,845.00",GHI000203014,CR,28-Mar-18,25-29,PP,0
$295.00,F,AV,AM,$295.00,GHI000203014,CR,01-May-18,50-54,O,0
"$1,900.00",F,AV,AM,"$1,900.00",GHI000203014,CR,29-May-18,20-24,NE,0
"$1,180.00",F,AV,AM,"$1,180.00",GHI000203014,CR,11-Jun-18,20-24,M,0
"$2,480.00",F,RP,AM,"$2,480.00",GHI000203014,CR,13-Jun-18,40-44,PP,0
"$1,600.00",F,AV,AM,"$1,600.00",GHI000203014,CR,13-Jun-18,40-44,NE,0
"$1,190.00",F,AV,AM,"$1,190.00",GHI000203014,CR,25-Jun-18,35-39,NE,0
$320.00,F,RP,AM,$320.00,GHI000203014,CR,10-Jul-18,40-44,O,0
"$2,500.00",F,AV,AM,"$2,500.00",GHI000203014,CR,27-Jul-18,20-24,M,0
"$1,160.00",F,AV,AM,"$1,160.00",GHI000203014,CR,27-Aug-18,20-24,NE,0
"$2,160.00",F,RP,AM,"$2,160.00",GHI000203014,CR,31-Aug-18,35-39,O,0
"$2,660.00",F,AV,W,"$2,660.00",GHI000203014,CR,10-Sep-18,30-34,M,0
"$1,880.00",F,AV,AM,"$1,880.00",GHI000203014,CR,11-Sep-18,30-34,M,0
"$3,348.00",F,AV,AM,"$3,347.50",GHI000203014,CR,18-Sep-18,50-54,O,0
"$1,520.00",M,AV,AM,"$1,520.00",GHI000203014,CR,21-Sep-18,20-24,M,0
